input_dataset,method,agents,agent_topk,avg_top1,val_avg_top1,seed,irl_lr,irl_epochs,irl_greedy,irl_tau,irl_weights,dt_negatives,dt_max_depth
ticket_log_random.csv,irl,"Alice,Bob,Carol","{'Alice': [0.1016949152542373, 0.22033898305084745, 0.3050847457627119], 'Bob': [0.05405405405405406, 0.08108108108108109, 0.17567567567567569], 'Carol': [0.1791044776119403, 0.23880597014925373, 0.2537313432835821]}",0.11161781564007722,0.13137665967854648,42,0.05,100,True,1.0,"{'Carol': array([-3.13519332,  2.00451128, -0.83494317,  0.87190461,  1.08952208,
       -0.10810076, -0.27962114, -0.87675742,  0.35915189, -2.92944455]), 'Alice': array([ 3.32447303,  2.09457589,  3.10017917, -3.45414311,  2.03582374,
        4.16746544, -7.99984478, -0.36681823, -2.84332089, -0.67066694]), 'Bob': array([ 0.81520477, -2.31589837,  2.37185252,  1.96670532, -5.6579922 ,
        4.30697043,  1.67515931,  1.29452813, -4.84539206, -1.96345447])}",50,5
ticket_log_random.csv,irl,"Alice,Bob,Carol","{'Alice': [0.06779661016949153, 0.0847457627118644, 0.11864406779661017], 'Bob': [0.10810810810810811, 0.17567567567567569, 0.25675675675675674], 'Carol': [0.07462686567164178, 0.13432835820895522, 0.2835820895522388]}",0.08351052798308047,0.15653389238294899,42,0.1,100,True,1.0,"{'Carol': array([ 5.49234981, -0.80930225,  3.62106229, -1.04544244,  2.62586463,
       -0.86974257, -1.07494853,  5.62298202, -6.14357063,  1.2179652 ]), 'Alice': array([ -6.94675262,   6.06354967,   1.01533221,  -5.40221307,
         1.54570272,   4.15812306,  -7.35405425,  -1.84225335,
       -10.0013521 ,   4.7204197 ]), 'Bob': array([  2.46822733, -11.64636683,   8.87395343,   4.82414024,
         3.24462308,  -3.37539255,   1.86188912,  -5.4749569 ,
        -2.77574563, -10.46944965])}",50,5
ticket_log_random.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.13559322033898305, 0.2033898305084746, 0.23728813559322035], 'Bob': [0.013513513513513514, 0.04054054054054054, 0.05405405405405406], 'Carol': [0.05970149253731343, 0.1044776119402985, 0.13432835820895522]}",0.06960274212993667,0.037619380386675984,42,0.005,100,False,1.0,,10,5
ticket_log_random.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.13559322033898305, 0.22033898305084745, 0.288135593220339], 'Bob': [0.0, 0.02702702702702703, 0.04054054054054054], 'Carol': [0.05970149253731343, 0.08955223880597014, 0.14925373134328357]}",0.06509823762543217,0.0440251572327044,42,0.005,100,False,1.0,,10,10
ticket_log_random.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.11864406779661017, 0.15254237288135594, 0.1694915254237288], 'Bob': [0.12162162162162163, 0.1891891891891892, 0.2702702702702703], 'Carol': [0.05970149253731343, 0.08955223880597014, 0.14925373134328357]}",0.09998906065184841,0.043792219892848816,42,0.005,100,False,1.0,,10,20
ticket_log_random.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.11864406779661017, 0.15254237288135594, 0.1694915254237288], 'Bob': [0.10810810810810811, 0.14864864864864866, 0.16216216216216217], 'Carol': [0.05970149253731343, 0.08955223880597014, 0.14925373134328357]}",0.09548455614734391,0.043792219892848816,42,0.005,100,False,1.0,,10,
ticket_log_random.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.03389830508474576, 0.13559322033898305, 0.15254237288135594], 'Bob': [0.02702702702702703, 0.06756756756756757, 0.0945945945945946], 'Carol': [0.04477611940298507, 0.08955223880597014, 0.13432835820895522]}",0.035233817171585954,0.037502911716748195,42,0.005,100,False,1.0,,10,5
ticket_log_random.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.11864406779661017, 0.15254237288135594, 0.2033898305084746], 'Bob': [0.08108108108108109, 0.12162162162162163, 0.14864864864864866], 'Carol': [0.07462686567164178, 0.1044776119402985, 0.14925373134328357]}",0.09145067151644436,0.037619380386675984,42,0.005,100,False,1.0,,10,10
ticket_log_random.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.11864406779661017, 0.15254237288135594, 0.2033898305084746], 'Bob': [0.08108108108108109, 0.12162162162162163, 0.14864864864864866], 'Carol': [0.07462686567164178, 0.1044776119402985, 0.14925373134328357]}",0.09145067151644436,0.018867924528301886,42,0.005,100,False,1.0,,10,20
ticket_log_random.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.11864406779661017, 0.15254237288135594, 0.2033898305084746], 'Bob': [0.08108108108108109, 0.12162162162162163, 0.14864864864864866], 'Carol': [0.07462686567164178, 0.1044776119402985, 0.14925373134328357]}",0.09145067151644436,0.018867924528301886,42,0.005,100,False,1.0,,10,
ticket_log_SPT.csv,random,"Alice,Bob,Carol","{'Alice': [0.043478260869565216, 0.08695652173913043, 0.13043478260869565], 'Bob': [0.08333333333333333, 0.16666666666666666, 0.23333333333333334], 'Carol': [0.07042253521126761, 0.14084507042253522, 0.2112676056338028]}",0.06574470980472207,,42,0.005,100,False,1.0,,50,5
ticket_log_SPT.csv,fifo,"Alice,Bob,Carol","{'Alice': [0.028985507246376812, 0.028985507246376812, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.028169014084507043, 0.028169014084507043, 0.028169014084507043]}",0.01905150711029462,,42,0.005,100,False,1.0,,50,5
ticket_log_SPT.csv,irl,"Alice,Bob,Carol","{'Alice': [0.8405797101449275, 0.9420289855072463, 0.9855072463768116], 'Bob': [0.8666666666666667, 0.9166666666666666, 0.9833333333333333], 'Carol': [0.9154929577464789, 0.9577464788732394, 0.971830985915493]}",0.874246444852691,0.8844224256866925,42,0.001,100,True,1.0,"{'Bob': array([-0.04887643,  0.73118718,  0.506767  ,  0.7004845 ,  0.20259661,
        0.14458514,  0.16997403, -3.7002295 , -0.61093696,  0.72279024]), 'Alice': array([ 0.01813118,  0.59346842,  0.64939559,  0.71431661,  0.15882485,
        0.20571876,  0.16596912, -3.78596499, -0.51674936,  0.57922185]), 'Carol': array([ 0.08123045,  0.65537319,  0.58100098,  0.7229989 ,  0.2314351 ,
        0.18024125,  0.08021179, -3.57908524, -0.32733309,  0.37096433])}",50,5
ticket_log_SPT.csv,irl,"Alice,Bob,Carol","{'Alice': [0.8695652173913043, 0.9855072463768116, 1.0], 'Bob': [0.95, 0.9833333333333333, 1.0], 'Carol': [0.9295774647887324, 1.0, 1.0]}",0.9163808940600123,0.9132070738743258,42,0.005,100,True,1.0,"{'Bob': array([-0.11873646,  0.75298069,  0.50571278,  0.67753626,  0.22656735,
        0.11981062,  0.17579616, -7.7926075 , -0.21905397,  0.3852848 ]), 'Alice': array([ 0.04101746,  0.6211976 ,  0.62864281,  0.7038489 ,  0.17726031,
        0.1903616 ,  0.16392903, -7.85605534,  0.13258192, -0.10930692]), 'Carol': array([ 3.84932849e-03,  6.37506971e-01,  5.89999623e-01,  7.34222759e-01,
        2.68789416e-01,  1.42929085e-01,  8.66948860e-02, -7.46622458e+00,
        1.10936421e-01, -1.85822970e-01])}",50,5
ticket_log_SPT.csv,irl,"Alice,Bob,Carol","{'Alice': [0.8840579710144928, 0.9855072463768116, 1.0], 'Bob': [0.95, 1.0, 1.0], 'Carol': [0.9295774647887324, 1.0, 1.0]}",0.9212118119344085,0.9281324470086542,42,0.01,100,True,1.0,"{'Bob': array([ -0.15100165,   0.75865686,   0.50141508,   0.6753428 ,
         0.22793071,   0.12004686,   0.17312389, -10.5644541 ,
        -0.11735891,   0.36177228]), 'Alice': array([  0.04587478,   0.63123872,   0.61845019,   0.70265399,
         0.18898898,   0.17975459,   0.16412507, -10.57699796,
         0.21890494,  -0.19398885]), 'Carol': array([-0.01247862,  0.63429008,  0.58777434,  0.73972446,  0.27697233,
        0.12467618,  0.10622116, -9.92325761,  0.10547282, -0.29607614])}",50,5
ticket_log_SPT.csv,irl,"Alice,Bob,Carol","{'Alice': [0.8840579710144928, 0.9855072463768116, 1.0], 'Bob': [0.8833333333333333, 0.9666666666666667, 1.0], 'Carol': [0.9154929577464789, 0.9859154929577465, 1.0]}",0.894294754031435,0.8273478545647114,42,0.05,100,True,1.0,"{'Bob': array([ -0.57786856,   0.53398715,   0.10075444,   1.29893077,
         1.79517274,  -1.70347222,   0.92566771, -40.63073992,
        -0.30473826,   0.52665676]), 'Alice': array([  0.56074385,   0.54691508,   0.78040401,   0.63867391,
         1.0479224 ,  -0.93581162,   0.78331773, -37.9436319 ,
         0.56543719,  -0.37180717]), 'Carol': array([  0.09481956,   0.63238886,   0.47624938,   0.84273281,
         0.84632333,  -0.46569458,   0.24394948, -31.24617337,
         0.28745835,  -0.20509617])}",50,5
ticket_log_SPT.csv,irl,"Alice,Bob,Carol","{'Alice': [0.855072463768116, 0.9710144927536232, 1.0], 'Bob': [0.8333333333333334, 0.95, 1.0], 'Carol': [0.9014084507042254, 0.9859154929577465, 1.0]}",0.8632714159352249,0.8173976058084925,42,0.1,100,True,1.0,"{'Bob': array([ -1.15453209,   0.35883737,  -0.4954526 ,   2.05202003,
         3.72745579,  -3.96261175,   1.873368  , -80.16984467,
        -0.70535407,   0.63519732]), 'Alice': array([  1.01456118,   0.70184807,   1.05662562,   0.20004631,
         1.96788571,  -2.16035428,   1.49955263, -75.20384057,
         0.98904399,  -1.10519217]), 'Carol': array([  0.36995057,   0.63337177,   0.22068079,   1.07299603,
         1.77082951,  -1.45394982,   0.52079526, -62.50285245,
         0.65399792,   0.16168882])}",50,5
ticket_log_SPT.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.15942028985507245, 0.15942028985507245, 0.17391304347826086], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.05783493229910866,0.10300040414175621,42,0.005,100,False,1.0,,10,5
ticket_log_SPT.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.014492753623188406, 0.014492753623188406, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.00952575355514731,0.06331786445921651,42,0.005,100,False,1.0,,10,10
ticket_log_SPT.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.014492753623188406, 0.014492753623188406, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.00952575355514731,0.06331786445921651,42,0.005,100,False,1.0,,10,20
ticket_log_SPT.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.014492753623188406, 0.014492753623188406, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.00952575355514731,0.06331786445921651,42,0.005,100,False,1.0,,10,
ticket_log_SPT.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.014492753623188406, 0.014492753623188406, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.00952575355514731,0.06331786445921651,42,0.005,100,False,1.0,,10,5
ticket_log_SPT.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.014492753623188406, 0.014492753623188406, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.00952575355514731,0.06331786445921651,42,0.005,100,False,1.0,,10,10
ticket_log_SPT.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.014492753623188406, 0.014492753623188406, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.00952575355514731,0.06331786445921651,42,0.005,100,False,1.0,,10,20
ticket_log_SPT.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.014492753623188406, 0.014492753623188406, 0.028985507246376812], 'Bob': [0.0, 0.0, 0.016666666666666666], 'Carol': [0.014084507042253521, 0.014084507042253521, 0.028169014084507043]}",0.00952575355514731,0.06331786445921651,42,0.005,100,False,1.0,,10,
ticket_log_value.csv,random,"Alice,Bob,Carol","{'Alice': [0.016129032258064516, 0.0967741935483871, 0.12903225806451613], 'Bob': [0.046153846153846156, 0.09230769230769231, 0.13846153846153847], 'Carol': [0.0547945205479452, 0.0684931506849315, 0.1095890410958904]}",0.039025799653285294,,42,0.005,100,False,1.0,,50,5
ticket_log_value.csv,fifo,"Alice,Bob,Carol","{'Alice': [0.016129032258064516, 0.03225806451612903, 0.03225806451612903], 'Bob': [0.03076923076923077, 0.03076923076923077, 0.046153846153846156], 'Carol': [0.0273972602739726, 0.0273972602739726, 0.0410958904109589]}",0.024765174433755963,,42,0.005,100,False,1.0,,50,5
ticket_log_value.csv,irl,"Alice,Bob,Carol","{'Alice': [0.7903225806451613, 0.8709677419354839, 0.9032258064516129], 'Bob': [0.7384615384615385, 0.7846153846153846, 0.8769230769230769], 'Carol': [0.7397260273972602, 0.7945205479452054, 0.821917808219178]}",0.7561700488346533,0.8580339050513822,42,0.001,100,True,1.0,"{'Carol': array([ 3.78055739,  0.69337793,  0.63612745,  0.65879306,  0.21360765,
        0.22153809,  0.13730377, -0.07156393, -0.43583782,  0.4173891 ]), 'Alice': array([ 3.48403403,  0.74587971,  0.65376053,  0.5771767 ,  0.31574266,
        0.22804408,  0.08289992,  0.17805529, -0.58078036,  0.65042703]), 'Bob': array([ 3.5560824 ,  0.62756455,  0.71999603,  0.65425188,  0.37141826,
        0.24387081,  0.0074344 ,  0.09203036, -0.36129255,  0.38928906])}",50,5
ticket_log_value.csv,irl,"Alice,Bob,Carol","{'Alice': [0.8709677419354839, 0.9193548387096774, 0.9193548387096774], 'Bob': [0.8307692307692308, 0.8769230769230769, 0.9384615384615385], 'Carol': [0.7945205479452054, 0.8493150684931506, 0.9178082191780822]}",0.83208584021664,0.8839398791431465,42,0.005,100,True,1.0,"{'Carol': array([ 7.14255066,  0.68225813,  0.65584901,  0.65030782,  0.22303501,
        0.19211723,  0.17280285, -0.12332431, -0.37206353,  0.10657242]), 'Alice': array([ 6.51418424,  0.73341638,  0.67528936,  0.56805757,  0.31933826,
        0.22785725,  0.07820267,  0.20910841, -0.35651265,  0.417297  ]), 'Bob': array([ 6.6740685 ,  0.6317546 ,  0.71657802,  0.65326069,  0.41398767,
        0.24677413, -0.054796  ,  0.10095242, -0.16586568,  0.05477284])}",50,5
ticket_log_value.csv,irl,"Alice,Bob,Carol","{'Alice': [0.9193548387096774, 0.9193548387096774, 0.9193548387096774], 'Bob': [0.8461538461538461, 0.9076923076923077, 0.9538461538461539], 'Carol': [0.8082191780821918, 0.8904109589041096, 0.9315068493150684]}",0.8579092876485718,0.8910320777247068,42,0.01,100,True,1.0,"{'Carol': array([ 9.5489395 ,  0.66865656,  0.6645936 ,  0.65567976,  0.21778628,
        0.17770981,  0.20500856, -0.15634968, -0.43608056, -0.03727874]), 'Alice': array([ 8.70464014,  0.72464816,  0.67975363,  0.57273788,  0.31005585,
        0.23461812,  0.08037647,  0.18632291, -0.30015098,  0.35585776]), 'Bob': array([ 8.80690549,  0.6321713 ,  0.70677377,  0.6624986 ,  0.42622663,
        0.24520973, -0.06891611,  0.11770351, -0.17077198, -0.09737592])}",50,5
ticket_log_value.csv,irl,"Alice,Bob,Carol","{'Alice': [0.9032258064516129, 0.9193548387096774, 0.9354838709677419], 'Bob': [0.8307692307692308, 0.8615384615384616, 0.8923076923076924], 'Carol': [0.821917808219178, 0.9041095890410958, 0.9178082191780822]}",0.8519709484800072,0.908251465479809,42,0.05,100,True,1.0,"{'Carol': array([22.93861766,  0.60224242,  0.70958415,  0.67956234,  0.18064221,
        0.14242914,  0.32036865, -0.2879081 , -0.72436326, -0.43455405]), 'Alice': array([20.84794526,  0.74485155,  0.6758728 ,  0.5552998 ,  0.29452814,
        0.1411977 ,  0.25002906,  0.02504689, -0.15994268,  0.30389954]), 'Bob': array([21.05110743,  0.61912855,  0.66848946,  0.71384699,  0.42280524,
        0.24670274, -0.06662842,  0.14426186, -0.51910398, -0.86630399])}",50,5
ticket_log_value.csv,irl,"Alice,Bob,Carol","{'Alice': [0.8387096774193549, 0.9354838709677419, 0.9516129032258065], 'Bob': [0.7846153846153846, 0.8615384615384616, 0.8923076923076924], 'Carol': [0.8356164383561644, 0.9041095890410958, 0.9315068493150684]}",0.819647166796968,0.9134597988131423,42,0.1,100,True,1.0,"{'Carol': array([40.7333456 ,  0.62549574,  0.60640041,  0.76074927,  0.08055632,
        0.16781236,  0.42789184, -0.47821327, -0.92648239, -0.50739317]), 'Alice': array([ 3.75526107e+01,  7.23053293e-01,  1.03166528e+00,  2.08878518e-01,
       -1.42367750e-02,  1.25627548e+00, -1.08877324e+00, -2.33577592e-01,
       -4.23167710e-02,  3.01350291e-01]), 'Bob': array([ 3.88802192e+01,  8.77836508e-01,  5.28750630e-01,  5.82309137e-01,
       -6.97925311e-02,  6.31768406e-01, -4.67309011e-03,  1.65624465e-01,
       -5.96421678e-01, -1.54034241e+00])}",50,5
ticket_log_value.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.5, 0.6129032258064516, 0.6451612903225806], 'Bob': [0.5692307692307692, 0.7230769230769231, 0.7692307692307693], 'Carol': [0.684931506849315, 0.7671232876712328, 0.8082191780821918]}",0.5847207586933614,0.48260647344044,42,0.005,100,False,1.0,,10,5
ticket_log_value.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.6612903225806451, 0.6612903225806451, 0.7258064516129032], 'Bob': [0.4, 0.4153846153846154, 0.47692307692307695], 'Carol': [0.4794520547945205, 0.4931506849315068, 0.5068493150684932]}",0.5135807924583885,0.35310600303951367,42,0.005,100,False,1.0,,10,10
ticket_log_value.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.5967741935483871, 0.5967741935483871, 0.5967741935483871], 'Bob': [0.4461538461538462, 0.4461538461538462, 0.4461538461538462], 'Carol': [0.4931506849315068, 0.4931506849315068, 0.4931506849315068]}",0.5120262415445801,0.28668448762483717,42,0.005,100,False,1.0,,10,20
ticket_log_value.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.6451612903225806, 0.6451612903225806, 0.6451612903225806], 'Bob': [0.4461538461538462, 0.4461538461538462, 0.4461538461538462], 'Carol': [0.4931506849315068, 0.4931506849315068, 0.4931506849315068]}",0.5281552738026446,0.2798817665364018,42,0.005,100,False,1.0,,10,
ticket_log_value.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.016129032258064516, 0.016129032258064516, 0.016129032258064516], 'Bob': [0.015384615384615385, 0.015384615384615385, 0.03076923076923077], 'Carol': [0.0136986301369863, 0.0136986301369863, 0.0136986301369863]}",0.015070759259888733,0.23298867419308147,42,0.005,100,False,1.0,,10,5
ticket_log_value.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.016129032258064516, 0.016129032258064516, 0.016129032258064516], 'Bob': [0.015384615384615385, 0.015384615384615385, 0.03076923076923077], 'Carol': [0.0136986301369863, 0.0136986301369863, 0.0136986301369863]}",0.015070759259888733,0.2379075300332899,42,0.005,100,False,1.0,,10,10
ticket_log_value.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.016129032258064516, 0.016129032258064516, 0.016129032258064516], 'Bob': [0.015384615384615385, 0.015384615384615385, 0.03076923076923077], 'Carol': [0.0136986301369863, 0.0136986301369863, 0.0136986301369863]}",0.015070759259888733,0.2065037451150673,42,0.005,100,False,1.0,,10,20
ticket_log_value.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.016129032258064516, 0.016129032258064516, 0.016129032258064516], 'Bob': [0.015384615384615385, 0.015384615384615385, 0.03076923076923077], 'Carol': [0.0136986301369863, 0.0136986301369863, 0.0136986301369863]}",0.015070759259888733,0.2065037451150673,42,0.005,100,False,1.0,,10,
ticket_log_base_scenario.csv,random,"Alice,Bob,Carol","{'Alice': [0.038461538461538464, 0.05128205128205128, 0.07692307692307693], 'Bob': [0.017857142857142856, 0.017857142857142856, 0.05357142857142857], 'Carol': [0.015151515151515152, 0.030303030303030304, 0.045454545454545456]}",0.023823398823398827,,42,0.005,100,False,1.0,,50,5
ticket_log_base_scenario.csv,fifo,"Alice,Bob,Carol","{'Alice': [0.6666666666666666, 0.6666666666666666, 0.6666666666666666], 'Bob': [0.0, 0.0, 0.0], 'Carol': [0.015151515151515152, 0.030303030303030304, 0.030303030303030304]}",0.22727272727272727,,42,0.005,100,False,1.0,,50,5
ticket_log_base_scenario.csv,irl,"Alice,Bob,Carol","{'Alice': [0.47435897435897434, 0.6025641025641025, 0.6538461538461539], 'Bob': [0.0, 0.0, 0.0], 'Carol': [0.6363636363636364, 0.7121212121212122, 0.7878787878787878]}",0.3702408702408702,0.4413082437275986,42,0.001,100,True,1.0,"{'Alice': array([-1.35716629e-01,  3.39721909e+00,  3.40698250e-03,  5.10580240e-02,
        2.14707960e-01,  2.12461910e-01,  2.00122194e-01, -2.09429992e-03,
        9.33938280e-01, -8.88534023e-01]), 'Bob': array([-0.09268139,  0.24164758,  0.94485661,  1.01428337, -2.14655497,
        2.98362796, -0.84490379, -0.03193312,  1.6247442 , -1.46228199]), 'Carol': array([ 4.97528419,  0.53726586,  0.85698158,  0.92983987,  0.25815968,
        0.19280746,  0.14062049, -0.05616321, -0.51499831,  0.546585  ])}",50,5
ticket_log_base_scenario.csv,irl,"Alice,Bob,Carol","{'Alice': [0.5256410256410257, 0.6282051282051282, 0.6666666666666666], 'Bob': [0.0, 0.0, 0.0], 'Carol': [0.696969696969697, 0.9090909090909091, 0.9545454545454546]}",0.4075369075369076,0.4897593445980542,42,0.005,100,True,1.0,"{'Alice': array([-0.12788153,  6.44468094, -0.93096266, -0.83880095,  0.19338951,
        0.2229379 ,  0.21453788,  0.01316501,  2.07310747, -1.99909618]), 'Bob': array([-0.04813819,  0.40009435,  0.89548883,  0.97556935, -5.9914824 ,
        7.25271114, -2.12703258, -0.03568455,  3.99259093, -3.29683541]), 'Carol': array([ 9.06268597,  0.53948378,  0.8318911 ,  0.95367311,  0.24409691,
        0.2003227 ,  0.14937196, -0.03711384, -0.18383567,  0.13907825])}",50,5
ticket_log_base_scenario.csv,irl,"Alice,Bob,Carol","{'Alice': [0.5384615384615384, 0.6538461538461539, 0.6666666666666666], 'Bob': [0.0, 0.0, 0.0], 'Carol': [0.8181818181818182, 0.9545454545454546, 1.0]}",0.4522144522144522,0.4809907834101383,42,0.01,100,True,1.0,"{'Alice': array([-0.11607368,  9.70092265, -1.91995565, -1.79901113,  0.18190949,
        0.22836116,  0.22265233,  0.02824175,  3.38925698, -3.00361746]), 'Bob': array([-0.19777925,  0.61915257,  0.02536687,  1.72465305, -9.54593625,
       11.60710253, -3.97800343, -0.12624307,  6.34920375, -5.07099995]), 'Carol': array([11.76501077,  0.53501855,  0.82736595,  0.96073619,  0.23725633,
        0.19835732,  0.16285196, -0.02931579, -0.14755011,  0.03146617])}",50,5
ticket_log_base_scenario.csv,irl,"Alice,Bob,Carol","{'Alice': [0.44871794871794873, 0.5897435897435898, 0.6410256410256411], 'Bob': [0.0, 0.0, 0.0], 'Carol': [0.7878787878787878, 0.9545454545454546, 0.9848484848484849]}",0.4121989121989122,0.4571172555043523,42,0.05,100,True,1.0,"{'Alice': array([ -1.85078848,  38.32453086, -10.33873853, -10.51440114,
         1.56325661,  -1.58256686,   1.11371179,  -2.46803006,
        14.39653088, -11.73951024]), 'Bob': array([ -2.68517798,   2.8372186 ,  -5.5951651 ,   6.11668108,
       -36.48434937,  49.58588942, -26.13152073,  -1.8251585 ,
        25.79309495, -19.78364217]), 'Carol': array([35.22628399,  0.85960367,  1.04193925,  0.5616904 , -0.1017248 ,
        0.89366623, -0.46982148,  0.13780742, -0.41607893, -0.1643937 ])}",50,5
ticket_log_base_scenario.csv,irl,"Alice,Bob,Carol","{'Alice': [0.4358974358974359, 0.5641025641025641, 0.6538461538461539], 'Bob': [0.0, 0.0, 0.0], 'Carol': [0.7727272727272727, 0.9090909090909091, 0.9545454545454546]}",0.40287490287490285,0.4545570916538659,42,0.1,100,True,1.0,"{'Alice': array([ -4.42737918,  75.75001386, -21.315828  , -21.94030423,
         3.10529452,  -3.32765309,   1.6626648 ,  -5.48012085,
        28.36374163, -22.42166495]), 'Bob': array([ -5.43624808,   5.12883396, -11.99718597,  11.25000944,
       -71.99804021,  98.7386198 , -53.84225427,   1.20075882,
        52.58359809, -40.69963848]), 'Carol': array([ 6.89760819e+01,  1.60930701e+00,  1.11014398e+00,  6.74570952e-02,
       -6.60844051e-01,  1.66475640e+00, -8.96812324e-01,  3.16977136e-01,
       -1.08686486e+00,  1.12642783e-01])}",50,5
ticket_log_base_scenario.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.1794871794871795, 0.1794871794871795, 0.20512820512820512], 'Bob': [0.07142857142857142, 0.17857142857142858, 0.19642857142857142], 'Carol': [0.10606060606060606, 0.3787878787878788, 0.5606060606060606]}",0.11899211899211899,0.2624167946748592,42,0.005,100,False,1.0,,10,5
ticket_log_base_scenario.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.1282051282051282, 0.1282051282051282, 0.14102564102564102], 'Bob': [0.07142857142857142, 0.10714285714285714, 0.10714285714285714], 'Carol': [0.12121212121212122, 0.15151515151515152, 0.15151515151515152]}",0.10694860694860693,0.2080133128520225,42,0.005,100,False,1.0,,10,10
ticket_log_base_scenario.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.1282051282051282, 0.1282051282051282, 0.14102564102564102], 'Bob': [0.8392857142857143, 0.8392857142857143, 0.8392857142857143], 'Carol': [0.15151515151515152, 0.15151515151515152, 0.15151515151515152]}",0.373001998001998,0.3449820788530466,42,0.005,100,False,1.0,,10,20
ticket_log_base_scenario.csv,dt_local,"Alice,Bob,Carol","{'Alice': [0.1282051282051282, 0.1282051282051282, 0.14102564102564102], 'Bob': [0.8392857142857143, 0.8392857142857143, 0.8392857142857143], 'Carol': [0.15151515151515152, 0.15151515151515152, 0.15151515151515152]}",0.373001998001998,0.3449820788530466,42,0.005,100,False,1.0,,10,
ticket_log_base_scenario.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.10256410256410256, 0.2948717948717949, 0.2948717948717949], 'Bob': [0.23214285714285715, 0.2857142857142857, 0.30357142857142855], 'Carol': [0.25757575757575757, 0.42424242424242425, 0.4696969696969697]}",0.19742757242757245,0.24289554531490012,42,0.005,100,False,1.0,,10,5
ticket_log_base_scenario.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.4230769230769231, 0.44871794871794873, 0.47435897435897434], 'Bob': [0.0, 0.0, 0.0], 'Carol': [0.24242424242424243, 0.24242424242424243, 0.3181818181818182]}",0.22183372183372185,0.27547363031234,42,0.005,100,False,1.0,,10,10
ticket_log_base_scenario.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.2948717948717949, 0.3076923076923077, 0.3076923076923077], 'Bob': [0.23214285714285715, 0.23214285714285715, 0.23214285714285715], 'Carol': [0.22727272727272727, 0.22727272727272727, 0.24242424242424243]}",0.25142912642912646,0.08301331285202253,42,0.005,100,False,1.0,,10,20
ticket_log_base_scenario.csv,dt_global,"Alice,Bob,Carol","{'Alice': [0.2948717948717949, 0.3076923076923077, 0.3076923076923077], 'Bob': [0.25, 0.25, 0.25], 'Carol': [0.22727272727272727, 0.22727272727272727, 0.24242424242424243]}",0.2573815073815074,0.09632616487455196,42,0.005,100,False,1.0,,10,
